SNo,Year,State_UT,City,Road_Classification,Mode_of_Transport,Total_Accidents,Persons_Injured,Persons_Killed,Accident_Cause,Time_of_Accident,Road_Condition,Light_Condition,Weather_Condition,Injury_Severity,Junction_Type,Source
858,2020,Arunachal Pradesh,Arunachal Pradesh,National Highway,Bus,1228,3018,195,Tyre Burst,09:00-12:00,Under Repair,Dark - No Street Light,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
859,2021,Uttar Pradesh,Meerut,State Highway,Bicycle,5838,9125,718,Bad Road Condition,09:00-12:00,Dry,Daylight,Foggy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
860,2022,Telangana,Warangal,State Highway,Two-Wheeler,4819,7995,466,Wrong Side Driving,15:00-18:00,Potholed,Daylight,Cloudy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
861,2021,Madhya Pradesh,Jabalpur,Expressway,Bus,3055,2730,973,Bad Road Condition,18:00-21:00,Under Repair,Dark - Street Light On,Rainy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
862,2022,Jammu & Kashmir,Srinagar,City Roads,Pedestrian,6923,15492,571,Vehicle Defect,06:00-09:00,Wet,Dusk/Dawn,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
863,2022,Lakshadweep,Lakshadweep,City Roads,Car/Jeep/Taxi,10480,9187,981,Tyre Burst,18:00-21:00,Under Repair,Daylight,Misty,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
864,2022,Haryana,Faridabad,City Roads,Car/Jeep/Taxi,3053,2973,960,Drunk Driving,09:00-12:00,Under Repair,Dark - Street Light On,Misty,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
865,2019,Rajasthan,Jodhpur,Expressway,Auto-Rickshaw,2044,3493,341,Drunk Driving,18:00-21:00,Dry,Dark - Street Light On,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
866,2022,Gujarat,Surat,State Highway,Bus,11823,16113,1095,Drunk Driving,18:00-21:00,Potholed,Dark - Street Light On,Cloudy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
867,2020,Daman & Diu,Daman & Diu,State Highway,Two-Wheeler,1223,1406,302,Over Speeding,12:00-15:00,Wet,Dusk/Dawn,Misty,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
868,2023,Andaman & Nicobar Islands,Andaman & Nicobar Islands,State Highway,Others,10827,16948,1268,Improper Lane Changing,21:00-24:00,Dry,Dark - Street Light On,Misty,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
869,2019,Jharkhand,Jharkhand,Other Roads,Bus,45,62,13,Improper Lane Changing,15:00-18:00,Potholed,Dark - Street Light On,Clear,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
870,2019,Mizoram,Mizoram,City Roads,Bicycle,5978,9482,729,Wrong Side Driving,21:00-24:00,Under Repair,Dark - No Street Light,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
871,2020,Daman & Diu,Daman & Diu,Expressway,Pedestrian,6707,10433,1596,Wrong Side Driving,06:00-09:00,Potholed,Dark - Street Light On,Clear,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
872,2019,Nagaland,Nagaland,State Highway,Bicycle,4626,5263,806,Jumping Red Light,12:00-15:00,Flooded,Dusk/Dawn,Clear,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
873,2021,Karnataka,Bengaluru,Expressway,Others,1018,2020,323,Poor Weather Visibility,18:00-21:00,Potholed,Daylight,Rainy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
874,2021,Rajasthan,Jodhpur,City Roads,Two-Wheeler,10946,18053,2422,Wrong Side Driving,00:00-06:00,Flooded,Dusk/Dawn,Foggy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
875,2023,Andhra Pradesh,Guntur,Expressway,Bus,7185,13623,1214,Bad Road Condition,21:00-24:00,Flooded,Dusk/Dawn,Rainy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
876,2022,Rajasthan,Udaipur,National Highway,Others,6801,12503,422,Use of Mobile Phone,18:00-21:00,Flooded,Dusk/Dawn,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
877,2022,Lakshadweep,Lakshadweep,State Highway,Truck/Lorry,3476,3060,533,Drunk Driving,12:00-15:00,Flooded,Dusk/Dawn,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
878,2021,Daman & Diu,Daman & Diu,Expressway,Bus,10420,20447,1216,Over Speeding,15:00-18:00,Flooded,Daylight,Rainy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
879,2022,Tamil Nadu,Madurai,Expressway,Pedestrian,5382,11921,1552,Tyre Burst,00:00-06:00,Under Repair,Daylight,Misty,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
880,2023,Punjab,Jalandhar,National Highway,Car/Jeep/Taxi,7141,13053,916,Poor Weather Visibility,15:00-18:00,Dry,Dusk/Dawn,Cloudy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
881,2022,Meghalaya,Meghalaya,Expressway,Bicycle,533,537,186,Drunk Driving,00:00-06:00,Flooded,Dark - Street Light On,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
882,2023,Uttarakhand,Uttarakhand,Other Roads,Car/Jeep/Taxi,2631,3818,366,Wrong Side Driving,12:00-15:00,Under Repair,Dusk/Dawn,Clear,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
883,2021,Jharkhand,Jharkhand,State Highway,Bicycle,8664,11307,2909,Tyre Burst,15:00-18:00,Dry,Dark - No Street Light,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
884,2019,Lakshadweep,Lakshadweep,Expressway,Bicycle,9925,17435,1800,Bad Road Condition,21:00-24:00,Flooded,Daylight,Misty,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
885,2020,Karnataka,Hubli,National Highway,Car/Jeep/Taxi,4042,5597,1074,Fatigue/Sleep,09:00-12:00,Wet,Dusk/Dawn,Rainy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
886,2021,Andaman & Nicobar Islands,Andaman & Nicobar Islands,National Highway,Bicycle,7323,6700,600,Use of Mobile Phone,00:00-06:00,Flooded,Dark - Street Light On,Foggy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
887,2020,Rajasthan,Udaipur,State Highway,Others,2946,3637,213,Use of Mobile Phone,15:00-18:00,Under Repair,Dark - Street Light On,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
888,2019,Goa,Goa,National Highway,Auto-Rickshaw,10951,10961,1555,Poor Weather Visibility,18:00-21:00,Potholed,Dark - Street Light On,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
889,2021,Kerala,Kozhikode,State Highway,Bus,2370,4569,523,Over Speeding,12:00-15:00,Dry,Dark - No Street Light,Rainy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
890,2020,Andhra Pradesh,Vijayawada,State Highway,Car/Jeep/Taxi,6796,10903,402,Bad Road Condition,00:00-06:00,Under Repair,Dusk/Dawn,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
891,2019,Manipur,Manipur,Expressway,Truck/Lorry,7228,6635,2485,Use of Mobile Phone,15:00-18:00,Flooded,Dusk/Dawn,Cloudy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
892,2020,Karnataka,Mysuru,State Highway,Bus,4018,3669,981,Vehicle Defect,00:00-06:00,Under Repair,Dark - No Street Light,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
893,2022,Tripura,Tripura,Other Roads,Bicycle,881,935,124,Bad Road Condition,00:00-06:00,Flooded,Dusk/Dawn,Rainy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
894,2022,Delhi,New Delhi,City Roads,Car/Jeep/Taxi,8352,17927,2861,Fatigue/Sleep,15:00-18:00,Flooded,Daylight,Foggy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
895,2021,West Bengal,Kolkata,City Roads,Bicycle,11010,23476,2164,Tyre Burst,15:00-18:00,Under Repair,Dark - No Street Light,Rainy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
896,2022,Puducherry,Puducherry,State Highway,Car/Jeep/Taxi,8328,8070,1301,Improper Lane Changing,18:00-21:00,Potholed,Daylight,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
897,2022,Jammu & Kashmir,Srinagar,National Highway,Bus,1060,1727,286,Tyre Burst,21:00-24:00,Wet,Dark - No Street Light,Clear,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
898,2022,Delhi,West Delhi,Expressway,Bicycle,6130,8315,1539,Jumping Red Light,06:00-09:00,Under Repair,Dusk/Dawn,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
899,2022,Karnataka,Mangaluru,National Highway,Pedestrian,4739,7413,487,Fatigue/Sleep,06:00-09:00,Potholed,Dusk/Dawn,Rainy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
900,2022,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Expressway,Others,2603,4800,571,Tyre Burst,12:00-15:00,Wet,Dark - No Street Light,Clear,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
901,2022,Karnataka,Mysuru,National Highway,Auto-Rickshaw,2354,3822,375,Fatigue/Sleep,06:00-09:00,Flooded,Daylight,Foggy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
902,2021,Andhra Pradesh,Visakhapatnam,State Highway,Auto-Rickshaw,5324,8813,1141,Tyre Burst,18:00-21:00,Flooded,Dark - Street Light On,Rainy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
903,2019,Lakshadweep,Lakshadweep,National Highway,Truck/Lorry,10156,8988,541,Improper Lane Changing,00:00-06:00,Under Repair,Dark - No Street Light,Cloudy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
904,2021,Meghalaya,Meghalaya,Other Roads,Bicycle,761,613,101,Improper Lane Changing,06:00-09:00,Flooded,Dark - Street Light On,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
905,2023,Sikkim,Sikkim,National Highway,Truck/Lorry,2353,4314,450,Poor Weather Visibility,12:00-15:00,Potholed,Dusk/Dawn,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
906,2022,Assam,Guwahati,State Highway,Car/Jeep/Taxi,8347,7913,2219,Poor Weather Visibility,12:00-15:00,Dry,Dusk/Dawn,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
907,2020,Haryana,Rohtak,Other Roads,Bicycle,193,334,57,Use of Mobile Phone,09:00-12:00,Flooded,Daylight,Foggy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
908,2023,Rajasthan,Jaipur,City Roads,Two-Wheeler,7292,17422,962,Fatigue/Sleep,00:00-06:00,Wet,Dark - Street Light On,Foggy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
909,2023,Puducherry,Puducherry,State Highway,Car/Jeep/Taxi,7132,12418,1095,Jumping Red Light,15:00-18:00,Flooded,Dark - Street Light On,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
910,2021,Karnataka,Mangaluru,City Roads,Pedestrian,5509,12889,288,Use of Mobile Phone,15:00-18:00,Under Repair,Dark - No Street Light,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
911,2019,Puducherry,Puducherry,Expressway,Auto-Rickshaw,2177,2636,506,Bad Road Condition,15:00-18:00,Under Repair,Dark - No Street Light,Rainy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
912,2021,Tamil Nadu,Chennai,Expressway,Pedestrian,5601,13594,1150,Wrong Side Driving,12:00-15:00,Potholed,Daylight,Rainy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
913,2022,Haryana,Rohtak,National Highway,Auto-Rickshaw,2163,4756,510,Wrong Side Driving,12:00-15:00,Wet,Dark - Street Light On,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
914,2021,Dadra & Nagar Haveli,Dadra & Nagar Haveli,City Roads,Two-Wheeler,8452,10888,2857,Use of Mobile Phone,21:00-24:00,Potholed,Dusk/Dawn,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
915,2021,Mizoram,Mizoram,National Highway,Pedestrian,2775,4588,595,Vehicle Defect,18:00-21:00,Potholed,Dark - No Street Light,Misty,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
916,2019,Maharashtra,Aurangabad,Expressway,Bicycle,10216,17891,824,Vehicle Defect,09:00-12:00,Potholed,Dark - Street Light On,Foggy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
917,2020,Rajasthan,Jodhpur,City Roads,Bicycle,9810,21016,1248,Vehicle Defect,12:00-15:00,Dry,Dark - Street Light On,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
918,2023,Tamil Nadu,Coimbatore,City Roads,Auto-Rickshaw,11833,13590,3910,Wrong Side Driving,18:00-21:00,Wet,Dark - Street Light On,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
919,2021,Haryana,Panipat,National Highway,Truck/Lorry,10423,22851,568,Poor Weather Visibility,00:00-06:00,Under Repair,Dark - Street Light On,Foggy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
920,2021,Tamil Nadu,Chennai,City Roads,Car/Jeep/Taxi,854,1346,249,Fatigue/Sleep,15:00-18:00,Potholed,Dark - Street Light On,Misty,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
921,2023,Nagaland,Nagaland,City Roads,Car/Jeep/Taxi,9614,10443,839,Jumping Red Light,21:00-24:00,Wet,Daylight,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
922,2022,Uttarakhand,Uttarakhand,National Highway,Pedestrian,653,1574,106,Use of Mobile Phone,15:00-18:00,Wet,Dark - Street Light On,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
923,2021,Daman & Diu,Daman & Diu,State Highway,Two-Wheeler,7059,10319,961,Use of Mobile Phone,12:00-15:00,Under Repair,Dusk/Dawn,Cloudy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
924,2022,Tamil Nadu,Chennai,State Highway,Pedestrian,5675,9494,709,Wrong Side Driving,00:00-06:00,Under Repair,Dark - No Street Light,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
925,2023,Sikkim,Sikkim,State Highway,Auto-Rickshaw,6983,6569,2442,Use of Mobile Phone,06:00-09:00,Dry,Dark - Street Light On,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
926,2020,Meghalaya,Meghalaya,City Roads,Two-Wheeler,876,2171,97,Over Speeding,18:00-21:00,Wet,Daylight,Misty,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
927,2023,Assam,Guwahati,State Highway,Auto-Rickshaw,7124,14562,2208,Drunk Driving,21:00-24:00,Under Repair,Dark - Street Light On,Cloudy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
928,2020,Ladakh,Ladakh,National Highway,Bicycle,3016,3945,884,Use of Mobile Phone,15:00-18:00,Flooded,Dusk/Dawn,Cloudy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
929,2020,Meghalaya,Meghalaya,City Roads,Others,10095,16141,3032,Jumping Red Light,06:00-09:00,Potholed,Dark - No Street Light,Foggy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
930,2022,Goa,Goa,National Highway,Bicycle,3062,3300,486,Poor Weather Visibility,09:00-12:00,Potholed,Dark - No Street Light,Foggy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
931,2020,Mizoram,Mizoram,Expressway,Bicycle,6939,7490,1969,Jumping Red Light,15:00-18:00,Potholed,Dark - Street Light On,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
932,2021,Chandigarh,Chandigarh,National Highway,Bicycle,5229,9295,302,Bad Road Condition,21:00-24:00,Flooded,Dusk/Dawn,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
933,2021,Rajasthan,Jodhpur,National Highway,Truck/Lorry,10391,19326,2652,Tyre Burst,18:00-21:00,Dry,Dusk/Dawn,Cloudy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
934,2021,Sikkim,Sikkim,Other Roads,Pedestrian,10001,22111,3340,Use of Mobile Phone,21:00-24:00,Potholed,Dusk/Dawn,Clear,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
935,2021,Punjab,Amritsar,City Roads,Others,11140,16842,2121,Poor Weather Visibility,00:00-06:00,Flooded,Dusk/Dawn,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
936,2019,Rajasthan,Jodhpur,National Highway,Pedestrian,6991,10954,1256,Bad Road Condition,21:00-24:00,Flooded,Dark - Street Light On,Foggy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
937,2022,Sikkim,Sikkim,Other Roads,Bus,6099,12510,579,Use of Mobile Phone,15:00-18:00,Potholed,Dark - Street Light On,Clear,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
938,2022,Bihar,Gaya,Expressway,Two-Wheeler,5973,11428,922,Fatigue/Sleep,09:00-12:00,Wet,Dusk/Dawn,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
939,2022,Punjab,Jalandhar,Expressway,Bicycle,9971,18400,764,Use of Mobile Phone,12:00-15:00,Under Repair,Dark - No Street Light,Foggy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
940,2020,West Bengal,Howrah,City Roads,Car/Jeep/Taxi,10663,11290,997,Fatigue/Sleep,21:00-24:00,Wet,Dark - No Street Light,Foggy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
941,2020,Bihar,Gaya,Other Roads,Car/Jeep/Taxi,5275,4707,909,Jumping Red Light,21:00-24:00,Potholed,Dusk/Dawn,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
942,2021,Lakshadweep,Lakshadweep,State Highway,Auto-Rickshaw,3579,3255,497,Fatigue/Sleep,09:00-12:00,Under Repair,Daylight,Misty,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
943,2022,Bihar,Muzaffarpur,National Highway,Bus,11799,21177,2958,Over Speeding,21:00-24:00,Potholed,Dark - Street Light On,Clear,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
944,2020,Maharashtra,Aurangabad,Expressway,Others,5379,4860,487,Use of Mobile Phone,18:00-21:00,Flooded,Dusk/Dawn,Cloudy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
945,2020,Kerala,Kozhikode,Expressway,Bus,3161,7412,859,Over Speeding,18:00-21:00,Potholed,Dusk/Dawn,Rainy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
946,2022,Meghalaya,Meghalaya,State Highway,Others,4841,5691,293,Tyre Burst,12:00-15:00,Wet,Dusk/Dawn,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
947,2021,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Other Roads,Bicycle,9322,17037,2709,Poor Weather Visibility,15:00-18:00,Under Repair,Dark - Street Light On,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
948,2019,Manipur,Manipur,State Highway,Others,10809,16854,3160,Improper Lane Changing,21:00-24:00,Wet,Dark - No Street Light,Rainy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
949,2023,Rajasthan,Jaipur,Expressway,Auto-Rickshaw,158,177,28,Poor Weather Visibility,06:00-09:00,Flooded,Dark - Street Light On,Cloudy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
950,2020,Kerala,Kozhikode,State Highway,Two-Wheeler,4696,4271,606,Over Speeding,09:00-12:00,Wet,Dark - Street Light On,Clear,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
951,2022,Arunachal Pradesh,Arunachal Pradesh,City Roads,Bicycle,11390,10643,1137,Bad Road Condition,15:00-18:00,Dry,Dark - Street Light On,Foggy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
952,2020,Jammu & Kashmir,Jammu,City Roads,Truck/Lorry,6536,8289,1303,Jumping Red Light,18:00-21:00,Dry,Daylight,Foggy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
953,2023,Sikkim,Sikkim,Other Roads,Pedestrian,4371,8093,1335,Vehicle Defect,12:00-15:00,Flooded,Daylight,Foggy,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
